id,artist,title,label,category,format,price,item_url,thumb_url
377,Robert Bergman,Champion Sound,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61748.html,https://clone.nl/platen/artwork/large/plaatimage61047.jpg
378,Organizatsiya,A L Ombre Des Roches,Clone Classic Cuts,techno,LP,26.99,https://clone.nl//item61746.html,https://clone.nl/platen/artwork/large/plaatimage61044.jpg
379,DJ Uijui ,Woke Up,Clone Classic Cuts,techno,12inch,15.99,https://clone.nl//item61740.html,https://clone.nl/platen/artwork/large/plaatimage61059.jpg
380,Baby Ford,Bford 14 ,Clone Classic Cuts,techno,12inch,15.99,https://clone.nl//item61736.html,https://clone.nl/platen/artwork/large/plaatimage61030.jpg
381,Makam,Glacial Valley,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61733.html,https://clone.nl/platen/artwork/large/plaatimage61027.jpg
382,Norm Talley,Cosmic Waves (Delano Smith and XDB remix),Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item61732.html,https://clone.nl/platen/artwork/large/plaatimage61026.jpg
383,Civilistjävel!,Generalstrejk,Disco Inferno,techno,12inch,11.99,https://clone.nl//item61723.html,https://clone.nl/platen/artwork/large/plaatimage61017.jpg
384,Erik Travis,Legends,Avoidance,techno,2LP,10.99,https://clone.nl//item61721.html,https://clone.nl/platen/artwork/large/plaatimage61015.jpg
385,Hieroglyphic Being,Black Hands Vol. 3,Indigo Aera,techno,12inch,11.49,https://clone.nl//item61712.html,https://clone.nl/platen/artwork/large/plaatimage61409.jpg
386,Hieroglyphic Being,Black Hands Vol.2,Porpax,techno,12inch,13.49,https://clone.nl//item61710.html,https://clone.nl/platen/artwork/large/plaatimage61006.jpg
387,Hed Ardennes,Dutton Bleeds Out ,Fiedelone,techno,10inch,17.99,https://clone.nl//item61707.html,https://clone.nl/platen/artwork/large/plaatimage61005.jpg
388,Steinwurf,Finsternis EP,Avoidance,techno,12inch,23.99,https://clone.nl//item61703.html,https://clone.nl/platen/artwork/large/plaatimage60999.jpg
389,Roy Blues,Brain Wax EP,Rhythm Buro,techno,12inch,12.99,https://clone.nl//item61700.html,https://clone.nl/platen/artwork/large/plaatimage60997.jpg
390,Vril & Rodhad Presents,Out Of Place Artefacts,Dalmata Daniel,techno,2x12inch,29.99,https://clone.nl//item61692.html,https://clone.nl/platen/artwork/large/plaatimage60988.jpg
391,Surgeon,Europa Code,Ear Clip Series,techno,12inch,21.49,https://clone.nl//item61691.html,https://clone.nl/platen/artwork/large/plaatimage60986.jpg
392,Fifth Era,Fifth Era 1997-2004 Part 2,PG TUNE,techno,12inch,11.49,https://clone.nl//item61690.html,https://clone.nl/platen/artwork/large/plaatimage60987.jpg
393,Various Artists,Endangered Species Vol. 1,Hypnus Records,techno,12inch,11.49,https://clone.nl//item61688.html,https://clone.nl/platen/artwork/large/plaatimage60981.jpg
394,Various Artists,V/A Vol.1,Steel City Dance Discs,techno,12inch,10.99,https://clone.nl//item61686.html,https://clone.nl/platen/artwork/large/plaatimage60980.jpg
395,Ntogn,Smedjan,S.O.N.S.,techno,12inch,11.99,https://clone.nl//item61685.html,https://clone.nl/platen/artwork/large/plaatimage60979.jpg
396,Etapp Kyle,Nolove,Overground,techno,12inch,11.49,https://clone.nl//item61684.html,https://clone.nl/platen/artwork/large/plaatimage61048.jpg
397,Elbee Bad / Kichi Kazuko,Super Sound Tool 5,XL Recordings,techno,12inch,15.49,https://clone.nl//item61681.html,https://clone.nl/platen/artwork/large/plaatimage60975.jpg
398,Various Artists ,Gemit,MTM,techno,12inch,17.99,https://clone.nl//item61678.html,https://clone.nl/platen/artwork/large/plaatimage61045.jpg
399,Trackmaster Dre,Grandmaster Acid EP,Mindhelmet,techno,12inch,15.49,https://clone.nl//item61677.html,https://clone.nl/platen/artwork/large/plaatimage61042.jpg
400,Merv,Remain,Betonska,techno,12inch,15.49,https://clone.nl//item61676.html,https://clone.nl/platen/artwork/large/plaatimage61041.jpg
401,Various Artists,Omnia Vanitas,Bitterfeld Musik,techno,12inch,19.99,https://clone.nl//item61674.html,https://clone.nl/platen/artwork/large/plaatimage60973.jpg
402,Jeanne / Dj Disrespect,Kickdown Vienna,Parallax,techno,12inch,29.99,https://clone.nl//item61660.html,https://clone.nl/platen/artwork/large/plaatimage60959.jpg
403,The God Squad,Keep The Faith,Sushitech,techno,12inch,11.99,https://clone.nl//item61655.html,https://clone.nl/platen/artwork/large/plaatimage60954.jpg
404,Cray76,1111,Sushitech,techno,12inch,32.99,https://clone.nl//item61654.html,https://clone.nl/platen/artwork/large/plaatimage60953.jpg
405,Further Reductions,Array,Delsin,techno,12inch,21.99,https://clone.nl//item61651.html,https://clone.nl/platen/artwork/large/plaatimage60950.jpg
406,Jeroen Search & Ghotshell,Notification EP,Delsin,techno,12inch,10.99,https://clone.nl//item61650.html,https://clone.nl/platen/artwork/large/plaatimage60949.jpg
407,ASC,Subliminal Flow State,Supervoid Records,techno,12inch,9.99,https://clone.nl//item61649.html,https://clone.nl/platen/artwork/large/plaatimage60948.jpg
408,Ma Spaventi / R-A-G,New Lives EP,CSM,techno,12inch,26.99,https://clone.nl//item61645.html,https://clone.nl/platen/artwork/large/plaatimage60944.jpg
409,Omar & Bobby. / Thee J Johanz,Seven Pleasures Part 1: Superbia EP,Ett Annorlunda Hörn,techno,12inch,14.49,https://clone.nl//item61636.html,https://clone.nl/platen/artwork/large/plaatimage60983.jpg
410,Morphology ,Horta Proxima,Intramuros Records,techno,2x12inch,9.99,https://clone.nl//item61632.html,https://clone.nl/platen/artwork/large/plaatimage60932.jpg
411,Roger van Lunteren ,Future Wounds,Plastic Horse,techno,12inch,18.99,https://clone.nl//item61631.html,https://clone.nl/platen/artwork/large/plaatimage60931.jpg
412,Rawell,Berlin Pankow,A Colourful Storm,techno,2x12inch,23.99,https://clone.nl//item61629.html,https://clone.nl/platen/artwork/large/plaatimage60929.jpg
413,Various Artists,Age In Decline,Parang Recordings,techno,2x12inch,23.99,https://clone.nl//item61627.html,https://clone.nl/platen/artwork/large/plaatimage60927.jpg
414,Omar S,Still Fucking Resident Advisor 12inch,Future Times,techno,12inch,10.99,https://clone.nl//item61625.html,https://clone.nl/platen/artwork/large/plaatimage60925.jpg
415,Yre Den,Soilstretch,LIES,techno,12inch,23.99,https://clone.nl//item61624.html,https://clone.nl/platen/artwork/large/plaatimage60924.jpg
416,Sun Genam,Angry Gods,Key Vinyl,techno,12inch,23.99,https://clone.nl//item61623.html,https://clone.nl/platen/artwork/large/plaatimage60923.jpg
417,Casey Tucker,Deep Soul Calm EP,Key Vinyl,techno,12inch,14.99,https://clone.nl//item61612.html,https://clone.nl/platen/artwork/large/plaatimage60913.jpg
418,Actress,Karma and Desire,Mord,techno,2LP + Download,23.99,https://clone.nl//item61611.html,https://clone.nl/platen/artwork/large/plaatimage60912.jpg
419,ASC,Loop Research ,Lykos Records,techno,12inch,14.99,https://clone.nl//item61603.html,https://clone.nl/platen/artwork/large/plaatimage60904.jpg
420,Actefy,LACK020,Pi Electronics,techno,12inch,10.99,https://clone.nl//item61599.html,https://clone.nl/platen/artwork/large/plaatimage60900.jpg
421,Halv Drøm,Slum Vatic by,F communications,techno,LP,10.99,https://clone.nl//item61598.html,https://clone.nl/platen/artwork/large/plaatimage60899.jpg
422,Unhuman,Voices Of Distress,F communications,techno,12inch,24.99,https://clone.nl//item61597.html,https://clone.nl/platen/artwork/large/plaatimage60898.jpg
423,2 Lanes,Baby's Born To Fish / Impish Desires,F communications,techno,12inch,14.99,https://clone.nl//item61596.html,https://clone.nl/platen/artwork/large/plaatimage60897.jpg
424,Marta de Pascalis,Sonus Ruinae,F communications,techno,LP,10.99,https://clone.nl//item61595.html,https://clone.nl/platen/artwork/large/plaatimage60895.jpg
425,Marcus L,Kimchi Slap,Mindcolormusic,techno,12inch,10.99,https://clone.nl//item61594.html,https://clone.nl/platen/artwork/large/plaatimage60894.jpg
426,UVB76,Iwa Gaaden,Libertine,techno,12inch,32.99,https://clone.nl//item61592.html,https://clone.nl/platen/artwork/large/plaatimage60892.jpg
427,Lou Karsh,Lifeforms,AE,techno,12inch,32.49,https://clone.nl//item61584.html,https://clone.nl/platen/artwork/large/plaatimage60884.jpg
428,Ramses,Arancio Borealis,Tresor,techno,12inch,13.99,https://clone.nl//item61581.html,https://clone.nl/platen/artwork/large/plaatimage61073.jpg
429,Pessimist,Atyeo,Interdimensional Transmissions,techno,12inch,15.99,https://clone.nl//item61580.html,https://clone.nl/platen/artwork/large/plaatimage60881.jpg
430,Tafkamp,Indrukken II,Klasse Wrecks,techno,Cassette Tape,15.99,https://clone.nl//item61578.html,https://clone.nl/platen/artwork/large/plaatimage60879.jpg
431,Gareth Wild ,Common Assault,Voitax,techno,Mini-LP,13.99,https://clone.nl//item61577.html,https://clone.nl/platen/artwork/large/plaatimage60878.jpg
432,Kinder Aus Asbest / Rosa Nebel,Split EP,Avenue 66,techno,12inch,12.99,https://clone.nl//item61576.html,https://clone.nl/platen/artwork/large/plaatimage60877.jpg
433,Nene H / Poly Chain,Standard Deviation,Sous-Vide Records,techno,12inch,15.49,https://clone.nl//item61574.html,https://clone.nl/platen/artwork/large/plaatimage60875.jpg
434,Kovyazin D,Last August EP,On The Fifth Day,techno,12inch,13.99,https://clone.nl//item61573.html,https://clone.nl/platen/artwork/large/plaatimage60873.jpg
435,Farron,Five Elements Ninjas (remixes),Solar One Music,techno,12inch,10.99,https://clone.nl//item61572.html,https://clone.nl/platen/artwork/large/plaatimage60874.jpg
436,Larionov & St. Theodore,Thunderstrike EP,Likemind,techno,12inch,10.99,https://clone.nl//item61568.html,https://clone.nl/platen/artwork/large/plaatimage60869.jpg
437,Eluize,Gone,Cultivated Electronics,techno,LP,10.99,https://clone.nl//item61567.html,https://clone.nl/platen/artwork/large/plaatimage60868.jpg
438,Coco Bryce,Deep Into The Jungle EP,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61565.html,https://clone.nl/platen/artwork/large/plaatimage60865.jpg
439,Mesmé,Steel City Dance Discs Volume 17,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61564.html,https://clone.nl/platen/artwork/large/plaatimage60864.jpg
440,Harrison BDP,Sound Expansion Meditation EP,Mindri,techno,12inch,9.99,https://clone.nl//item61563.html,https://clone.nl/platen/artwork/large/plaatimage60863.jpg
441,Hi-Ryze,Bitter Pill EP,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61560.html,https://clone.nl/platen/artwork/large/plaatimage60861.jpg
442,Pasiphae,Possessed Realms,Clone Classic Cuts,techno,12inch,16.99,https://clone.nl//item61558.html,https://clone.nl/platen/artwork/large/plaatimage60858.jpg
443,Olivia,Dancing Snake,Clone Classic Cuts,techno,12inch,11.49,https://clone.nl//item61557.html,https://clone.nl/platen/artwork/large/plaatimage60857.jpg
444,The Analogue Cops present Protectorate,The Sea Sherriff EP,Clone Classic Cuts,techno,12inch,11.49,https://clone.nl//item61538.html,https://clone.nl/platen/artwork/large/plaatimage60839.jpg
445,Avalon Emerson ,DJ Kicks,Clone Classic Cuts,techno,2x12inch + Download,18.99,https://clone.nl//item61537.html,https://clone.nl/platen/artwork/large/plaatimage60838.jpg
446,Cutting Room,The Night Chemist,Clone Classic Cuts,techno,12inch,15.99,https://clone.nl//item61535.html,https://clone.nl/platen/artwork/large/plaatimage60837.jpg
447,Stonem,Altruismo EP,Disco Inferno,techno,12inch,12.49,https://clone.nl//item61533.html,https://clone.nl/platen/artwork/large/plaatimage60834.jpg
448,Modus,Triple M EP (Part Two),Avoidance,techno,12inch,24.49,https://clone.nl//item61532.html,https://clone.nl/platen/artwork/large/plaatimage60833.jpg
449,Carista presents,Modern Intimacy Volume 1,Uncanny Valley,techno,2x12inch,17.99,https://clone.nl//item61528.html,https://clone.nl/platen/artwork/large/plaatimage60829.jpg
450,Sedgwick,Rhythm and Isolation,U-Trax,techno,12inch,12.99,https://clone.nl//item61527.html,https://clone.nl/platen/artwork/large/plaatimage60828.jpg
451,Boddika,Walk Talk EP,Echo LTD,techno,12inch,13.49,https://clone.nl//item61522.html,https://clone.nl/platen/artwork/large/plaatimage60822.jpg
452,Betonkust,BAR Records 06,Planet Rhythm,techno,12inch,13.49,https://clone.nl//item61514.html,https://clone.nl/platen/artwork/large/plaatimage60813.jpg
453,Basic Rhythm,I Don't Know What I Would Do,Soiree,techno,12inch,15.99,https://clone.nl//item61513.html,https://clone.nl/platen/artwork/large/plaatimage60812.jpg
454,Cosmic JD,Gizmo Slush Ep,LIES,techno,12inch,29.99,https://clone.nl//item61511.html,https://clone.nl/platen/artwork/large/plaatimage60810.jpg
455,D.P.B.C.,Prva Ep,LIES,techno,12inch,14.99,https://clone.nl//item61510.html,https://clone.nl/platen/artwork/large/plaatimage60809.jpg
456,Raze of Pleasure,Eclipse EP,Lucid Recordings,techno,12inch,12.99,https://clone.nl//item61507.html,https://clone.nl/platen/artwork/large/plaatimage60806.jpg
457,Robbenspierre,Fighting Loneliness EP,Black Smoker Records,techno,12inch,14.99,https://clone.nl//item61504.html,https://clone.nl/platen/artwork/large/plaatimage60803.jpg
458,Dawl,Born Abstract LP,Full Dose,techno,2LP,13.49,https://clone.nl//item61503.html,https://clone.nl/platen/artwork/large/plaatimage60802.jpg
459,Darren Allen,Babylon,Bienvenue,techno,2LP,13.49,https://clone.nl//item61502.html,https://clone.nl/platen/artwork/large/plaatimage60801.jpg
460,Cosmonaut    ,Cuts EP,Ottavia Records,techno,12inch,28.99,https://clone.nl//item61500.html,https://clone.nl/platen/artwork/large/plaatimage60799.jpg
461,Kellon,Tycho EP,Open Channel For Dreamers,techno,12inch,12.99,https://clone.nl//item61499.html,https://clone.nl/platen/artwork/large/plaatimage60798.jpg
462,Vladimir Gnatenko,Die Nag,Fixed Rhythms,techno,12inch,12.99,https://clone.nl//item61498.html,https://clone.nl/platen/artwork/large/plaatimage60796.jpg
463,DJ Deep,Vaincre,Semantica,techno,12inch,14.99,https://clone.nl//item61497.html,https://clone.nl/platen/artwork/large/plaatimage60794.jpg
464,Ellery Cowles,Airwaves,Semantica,techno,12inch,11.99,https://clone.nl//item61491.html,https://clone.nl/platen/artwork/large/plaatimage60790.jpg
465,John Beltran,The Beltran Love EP,Talismann,techno,12inch,10.49,https://clone.nl//item61484.html,https://clone.nl/platen/artwork/large/plaatimage60782.jpg
466,Silverlining x Deep Blue Project,Kermadec Trench EP,Gradient,techno,12inch,10.99,https://clone.nl//item61483.html,https://clone.nl/platen/artwork/large/plaatimage60781.jpg
467,Duplex,Sunbeam,Taisha Records,techno,12inch,12.99,https://clone.nl//item61480.html,https://clone.nl/platen/artwork/large/plaatimage60779.jpg
468,Keiss,Urban Utopia,Nduja,techno,Picture Disc,11.99,https://clone.nl//item61459.html,https://clone.nl/platen/artwork/large/plaatimage60762.jpg
469,Agile Kind,Pyramid,33RPM,techno,12inch,11.99,https://clone.nl//item61457.html,https://clone.nl/platen/artwork/large/plaatimage60764.jpg
470,Steve Rutter,Light From The Dark Ep,Mindcolormusic,techno,7inch,12.49,https://clone.nl//item61456.html,https://clone.nl/platen/artwork/large/plaatimage60765.jpg
471,Morphology,Qualia,Preservation Sound,techno,12inch,18.99,https://clone.nl//item61454.html,https://clone.nl/platen/artwork/large/plaatimage60767.jpg
472,Eamon Harkin,See You In My Dreams,Mint Condition,techno,EP,23.99,https://clone.nl//item61447.html,https://clone.nl/platen/artwork/large/plaatimage60749.jpg
473,Ritmos,Ritmos EP Feat Jon Dixon and Lee ''Scratch'' Perry ,Laura Lies In,techno,12inch,23.99,https://clone.nl//item61446.html,https://clone.nl/platen/artwork/large/plaatimage60748.jpg
474,Julian Muller,Playing With The Devil LP,Phone Records,techno,2LP,10.99,https://clone.nl//item61439.html,https://clone.nl/platen/artwork/large/plaatimage60744.jpg
475,Eduardo de la Calle,Mindfulness Hipernormalisation,Brew,techno,2LP,23.99,https://clone.nl//item61438.html,https://clone.nl/platen/artwork/large/plaatimage60742.jpg
476,Tony Neptune,Reflections On A Daring Escape,Knekelhuis,techno,12inch,23.99,https://clone.nl//item61437.html,https://clone.nl/platen/artwork/large/plaatimage60721.jpg
477,Luke Slater,Berghain Funfzehn,Cold Blow,techno,2x12inch,14.99,https://clone.nl//item61435.html,https://clone.nl/platen/artwork/large/plaatimage60719.jpg
478,Alien FM,Monochromatic Images EP,Pal SL,techno,12inch,23.99,https://clone.nl//item61411.html,https://clone.nl/platen/artwork/large/plaatimage60771.jpg
479,Omar S,Simply (Fuck Resident Advisor) CD,Pariter,techno,CD,14.99,https://clone.nl//item61410.html,https://clone.nl/platen/artwork/large/plaatimage61731.jpg
480,VC-118A,Crunch / Plonk,Pariter,techno,12inch,10.99,https://clone.nl//item61409.html,https://clone.nl/platen/artwork/large/plaatimage60715.jpg
481,Priori presents RED,RED 1,Civilistjavel,techno,12inch,13.49,https://clone.nl//item61407.html,https://clone.nl/platen/artwork/large/plaatimage60713.jpg
482,Varuna,Mantis 04,Fact Records,techno,12inch,9.99,https://clone.nl//item61403.html,https://clone.nl/platen/artwork/large/plaatimage60708.jpg
483,Konduku,Mantis 03,Mathematics,techno,12inch,14.99,https://clone.nl//item61401.html,https://clone.nl/platen/artwork/large/plaatimage60707.jpg
484,Dax J,End Of Opulence,Mathematics,techno,12inch,9.99,https://clone.nl//item61399.html,https://clone.nl/platen/artwork/large/plaatimage60705.jpg
485,Qnete,Pasting Pieces,Local Knowledge Records,techno,12inch,14.49,https://clone.nl//item61396.html,https://clone.nl/platen/artwork/large/plaatimage60702.jpg
486,DJ Sotofett / E-GZR / SVN,Untitled,L&M,techno,12inch,11.49,https://clone.nl//item61394.html,https://clone.nl/platen/artwork/large/plaatimage60700.jpg
487,Dylan Henner,The Invention Of The Human,Gallery,techno,12inch,10.99,https://clone.nl//item61376.html,https://clone.nl/platen/artwork/large/plaatimage60683.jpg
488,Web,The Sound There,WSNWG,techno,2LP,11.99,https://clone.nl//item61374.html,https://clone.nl/platen/artwork/large/plaatimage60681.jpg
489,Tensal,Tyranny EP,Ilian Tape,techno,12inch,13.99,https://clone.nl//item61372.html,https://clone.nl/platen/artwork/large/plaatimage60679.jpg
490,Das Ding,Your Content Will Arrive Shortly (Heap remix),Forbidden Planet,techno,12inch,33.49,https://clone.nl//item61370.html,https://clone.nl/platen/artwork/large/plaatimage60677.jpg
491,Eliaz,Zvok: SW EP,Dark Entries,techno,12inch,16.49,https://clone.nl//item61368.html,https://clone.nl/platen/artwork/large/plaatimage60675.jpg
492,Nico Lahs,Blow Your Mind,Herrensauna,techno,12inch,25.49,https://clone.nl//item61366.html,https://clone.nl/platen/artwork/large/plaatimage60673.jpg
493,Locust,The Plaintive,Tome,techno,12inch,26.49,https://clone.nl//item61363.html,https://clone.nl/platen/artwork/large/plaatimage60670.jpg
494,The Living Room (Orlando Voorn),Roomservice +3,Ostgut Ton,techno,2LP,13.99,https://clone.nl//item61350.html,https://clone.nl/platen/artwork/large/plaatimage60657.jpg
495,Gaia Tones,Heal / Ra Sun,Super Sound Tool,techno,12inch,19.99,https://clone.nl//item61348.html,https://clone.nl/platen/artwork/large/plaatimage60655.jpg
496,Rian Treanor,File Under UK Metaplasm,Bazovoe Techno,techno,LP,10.99,https://clone.nl//item61342.html,https://clone.nl/platen/artwork/large/plaatimage60649.jpg
497,Crushed Soul (Steffi),Family Of Waves EP,Odd Even,techno,12inch,12.49,https://clone.nl//item61341.html,https://clone.nl/platen/artwork/large/plaatimage60648.jpg
498,A. Stantz,Grim Headlights,Kontakt,techno,12inch,27.99,https://clone.nl//item61340.html,https://clone.nl/platen/artwork/large/plaatimage60647.jpg
499,E-Saggila,Anima Bulldozer,Solar One Music,techno,EP,11.99,https://clone.nl//item61338.html,https://clone.nl/platen/artwork/large/plaatimage60642.jpg
500,Vladimir Dubyshkin,Pornographic Novel,Likemind,techno,12inch,9.99,https://clone.nl//item61330.html,https://clone.nl/platen/artwork/large/plaatimage60634.jpg
501,Various Artists,We Are The Vineyard Vol.II,Cultivated Electronics,techno,12inch,23.99,https://clone.nl//item61323.html,https://clone.nl/platen/artwork/large/plaatimage60627.jpg
502,Cressida,Sambo,Clone Classic Cuts,techno,12inch + Download,12.99,https://clone.nl//item61318.html,https://clone.nl/platen/artwork/large/plaatimage60622.jpg
503,Gaia Tones,Chains / Shackles,Clone Classic Cuts,techno,12inch,17.99,https://clone.nl//item61317.html,https://clone.nl/platen/artwork/large/plaatimage60621.jpg
504,Rambadu & Vince Tehua,A Luv So Al (Luigi Tozzi remix),Mindri,techno,12inch,20.99,https://clone.nl//item61316.html,https://clone.nl/platen/artwork/large/plaatimage60620.jpg
505,Garies,In Bits,Clone Classic Cuts,techno,12inch,14.49,https://clone.nl//item61312.html,https://clone.nl/platen/artwork/large/plaatimage60616.jpg
506,Oora,Memoria (Nadia Struiwigh remix),Clone Classic Cuts,techno,12inch,15.99,https://clone.nl//item61304.html,https://clone.nl/platen/artwork/large/plaatimage60609.jpg
507,Inigo Kennedy,Arcadian Falls,Clone Classic Cuts,techno,12inch,13.49,https://clone.nl//item61296.html,https://clone.nl/platen/artwork/large/plaatimage61175.jpg
508,Various Artists,Succubus,Clone Classic Cuts,techno,12inch,13.49,https://clone.nl//item61289.html,https://clone.nl/platen/artwork/large/plaatimage60598.jpg
509,Amandra,Ruban Rouge EP,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item61288.html,https://clone.nl/platen/artwork/large/plaatimage60597.jpg
510,Wata Igarashi ,Traveling,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item61285.html,https://clone.nl/platen/artwork/large/plaatimage60594.jpg
511,Various Artists,Rauschen 2020.01,Disco Inferno,techno,12inch,13.99,https://clone.nl//item61282.html,https://clone.nl/platen/artwork/large/plaatimage60591.jpg
512,Galcid,Bucket Brigade Device,Avoidance,techno,12inch,12.49,https://clone.nl//item61281.html,https://clone.nl/platen/artwork/large/plaatimage60590.jpg
513,Various Artists,In the Key of G,Lowlife Cartel,techno,2LP,10.99,https://clone.nl//item61277.html,https://clone.nl/platen/artwork/large/plaatimage60586.jpg
514,London Modular Alliance,Glass Cannon EP,Falling Apart,techno,12inch,9.99,https://clone.nl//item61274.html,https://clone.nl/platen/artwork/large/plaatimage60583.jpg
515,Hamilton Scalpel,Hamilton Scalpel 2: Airfoil,Thank You,techno,12inch,10.49,https://clone.nl//item61272.html,https://clone.nl/platen/artwork/large/plaatimage60581.jpg
516,Ruton,Coconuts Falling,Crowdspacer,techno,12inch,9.99,https://clone.nl//item61269.html,https://clone.nl/platen/artwork/large/plaatimage61397.jpg
517,Various Artists,Rave Encounter Vol. 1,Knekelhuis,techno,2x10inch,9.99,https://clone.nl//item61265.html,https://clone.nl/platen/artwork/large/plaatimage60576.jpg
518,Basement Space,Substellar Archive,Be As One,techno,2LP,14.99,https://clone.nl//item61259.html,https://clone.nl/platen/artwork/large/plaatimage60570.jpg
519,Black Merlin,MOD IK EP,Arts,techno,12inch,11.49,https://clone.nl//item61255.html,https://clone.nl/platen/artwork/large/plaatimage60566.jpg
520,Bas Grossfeldt,Lost In Sensation,M>O>S,techno,12inch,14.49,https://clone.nl//item61252.html,https://clone.nl/platen/artwork/large/plaatimage60563.jpg
521,Teste,Graphic Depictions,Seven Hills,techno,2LP,13.99,https://clone.nl//item61249.html,https://clone.nl/platen/artwork/large/plaatimage60560.jpg
522,Marcos Cabral,Spell Breaker,Firescope Records,techno,LP,10.99,https://clone.nl//item61247.html,https://clone.nl/platen/artwork/large/plaatimage60558.jpg
523,Destiny71z,EP3 T30001,Firescope Records,techno,12inch,10.99,https://clone.nl//item61243.html,https://clone.nl/platen/artwork/large/plaatimage60554.jpg
524,Various Artists,Unbroken Dreams Of Light,Red Ember Records,techno,2LP,13.49,https://clone.nl//item61239.html,https://clone.nl/platen/artwork/large/plaatimage60549.jpg
525,Jay Glass Dubs,Soma,Natural Sciences,techno,2LP,17.99,https://clone.nl//item61235.html,https://clone.nl/platen/artwork/large/plaatimage60545.jpg
526,Aroy Dee / Gilbert / Jonski / DJ Guy,Innate 004,Fxhe,techno,12inch,12.99,https://clone.nl//item61233.html,https://clone.nl/platen/artwork/large/plaatimage60543.jpg
527,Unknown Artist,WH12,OK SPIRIT,techno,12inch,12.99,https://clone.nl//item61229.html,https://clone.nl/platen/artwork/large/plaatimage60540.jpg
528,Unknown Artist,WH11,Who's Susan,techno,12inch,13.99,https://clone.nl//item61228.html,https://clone.nl/platen/artwork/large/plaatimage60538.jpg
529,Unknown Artist,WH10,Fourier Transform,techno,12inch,23.99,https://clone.nl//item61227.html,https://clone.nl/platen/artwork/large/plaatimage60537.jpg
530,Unknown Artist,WH09,Ninja Tune,techno,12inch,12.49,https://clone.nl//item61226.html,https://clone.nl/platen/artwork/large/plaatimage60536.jpg
531,Unknown Artist,WH08,Trauma Collective,techno,12inch,18.99,https://clone.nl//item61225.html,https://clone.nl/platen/artwork/large/plaatimage60535.jpg
532,FRAK,Early Grey,Lackrec,techno,LP,23.99,https://clone.nl//item61222.html,https://clone.nl/platen/artwork/large/plaatimage60532.jpg
533,Gacha Bakradze,Western Arrogance,Fleisch,techno,12inch,23.99,https://clone.nl//item61217.html,https://clone.nl/platen/artwork/large/plaatimage61356.jpg
534,Pinch,Reality Tunnels,BITE,techno,2LP,10.99,https://clone.nl//item61212.html,https://clone.nl/platen/artwork/large/plaatimage60523.jpg
535,Levon Vincent,WKO,Portage Garage Sounds,techno,12inch,23.99,https://clone.nl//item61210.html,https://clone.nl/platen/artwork/large/plaatimage60520.jpg
536,John Beltran,2020,Morphine,techno,12inch,23.99,https://clone.nl//item61209.html,https://clone.nl/platen/artwork/large/plaatimage60517.jpg
537,Ochre,Understory,Intrepid Skin,techno,12inch,14.99,https://clone.nl//item61208.html,https://clone.nl/platen/artwork/large/plaatimage60518.jpg
538,Taupe,Vested EP,Random Numbers,techno,12inch,23.99,https://clone.nl//item61207.html,https://clone.nl/platen/artwork/large/plaatimage60516.jpg
539,Francis Juno,Further Adjustements,X-Kalay,techno,Mini-LP,14.99,https://clone.nl//item61206.html,https://clone.nl/platen/artwork/large/plaatimage60519.jpg
540,Shifted,Hard Matter / Warm Currents ,Dill Dodos Recife,techno,12inch,10.99,https://clone.nl//item61204.html,https://clone.nl/platen/artwork/large/plaatimage60514.jpg
541,Decka,Elimination Techniques ,Ilian Tape,techno,12inch,11.49,https://clone.nl//item61203.html,https://clone.nl/platen/artwork/large/plaatimage60513.jpg
542,Shanti Celeste,The Sound Of Love International #003,Revenge Techniques,techno,2LP,9.99,https://clone.nl//item61197.html,https://clone.nl/platen/artwork/large/plaatimage60507.jpg
543,Tetelepta,I Don't Give A F**k,Fold Records,techno,7inch,10.99,https://clone.nl//item61191.html,https://clone.nl/platen/artwork/large/plaatimage60503.jpg
544,Tetelepta,I Don't Give A F**k,Lux Rec,techno,12inch,12.49,https://clone.nl//item61190.html,https://clone.nl/platen/artwork/large/plaatimage60502.jpg
545,Tetelepta,I Don't Give A F**k,Standard Deviation,techno,12inch + 7inch,12.99,https://clone.nl//item61189.html,https://clone.nl/platen/artwork/large/plaatimage60501.jpg
546,30303,Interstellar Rhythm,Craigie Knowes,techno,12inch,13.99,https://clone.nl//item61186.html,https://clone.nl/platen/artwork/large/plaatimage60498.jpg
547,Jacksonville,FON,Shaw Cuts,techno,12inch,12.99,https://clone.nl//item61182.html,https://clone.nl/platen/artwork/large/plaatimage60493.jpg
548,Jodey Kendrick,H120 Acid,Craigie Knowes,techno,12inch,27.99,https://clone.nl//item61175.html,https://clone.nl/platen/artwork/large/plaatimage60896.jpg
549,CYRK,Balloonatix,Craigie Knowes,techno,12inch,24.99,https://clone.nl//item61165.html,https://clone.nl/platen/artwork/large/plaatimage60476.jpg
