id,artist,title,label,category,format,price,item_url,thumb_url
3652,Lootbeg,Truth001,Animalia,house,12inch,9.99,https://clone.nl//item58929.html,https://clone.nl/platen/artwork/large/plaatimage58288.jpg
3653,L-VIS1990 aka Dance System,Relentless EP,Magnetron Music,house,12inch,9.99,https://clone.nl//item58928.html,https://clone.nl/platen/artwork/large/plaatimage58287.jpg
3654,Various Artists,Mothership,Mistress Recordings,house,3x12inch + Download,10.99,https://clone.nl//item58876.html,https://clone.nl/platen/artwork/large/plaatimage58229.jpg
3655,Luca Piermattei,Exotic Friends,Upstairs Asylum Recordings,house,12inch,13.99,https://clone.nl//item58864.html,https://clone.nl/platen/artwork/large/plaatimage58220.jpg
3656,Bobo,"Love, Life, Stress & Setbacks",Klasse Wrecks,house,12inch,10.99,https://clone.nl//item58862.html,https://clone.nl/platen/artwork/large/plaatimage58217.jpg
3657,Black Cadmium,Muted Chaos EP,Plush Records,house,12inch,13.99,https://clone.nl//item58859.html,https://clone.nl/platen/artwork/large/plaatimage58214.jpg
3658,First Choice,Are You Ready For Me? (Moplen Remix),JIN,house,12inch,13.49,https://clone.nl//item58857.html,https://clone.nl/platen/artwork/large/plaatimage58212.jpg
3659,Various Artists,Studiolo (The 90's Cosmic Afro Era),Dekmantel,house,2LP,25.99,https://clone.nl//item58848.html,https://clone.nl/platen/artwork/large/plaatimage58203.jpg
3660,DJ Mad A & Dr. Stevie The Ambient Guru,The Mad Vibe EP,Nous klaer Audio,house,12inch,9.99,https://clone.nl//item58847.html,https://clone.nl/platen/artwork/large/plaatimage58202.jpg
3661,Move D & Benjamin Brunn,Let's Call It A Day,Squeeze The Lemon,house,2LP,12.99,https://clone.nl//item58820.html,https://clone.nl/platen/artwork/large/plaatimage58172.jpg
3662,DJ Haus ,Modul8,Mint Condition,house,12inch,11.49,https://clone.nl//item58803.html,https://clone.nl/platen/artwork/large/plaatimage58158.jpg
3663,Master Flashhh,Blue Eyes,Mint Condition,house,12inch,11.49,https://clone.nl//item58799.html,https://clone.nl/platen/artwork/large/plaatimage58154.jpg
3664,"World, Sky & Universes (Ron Trent)",The Answer,Emotional Especial,house,12inch,15.49,https://clone.nl//item58798.html,https://clone.nl/platen/artwork/large/plaatimage58153.jpg
3665,natural/electronic.system.,Mediterranea,Banoffee Pies,house,12inch,10.99,https://clone.nl//item58796.html,https://clone.nl/platen/artwork/large/plaatimage58151.jpg
3666,Skyf Connection,Ten To Ten,Athens Of The North,house,12inch,26.49,https://clone.nl//item58766.html,https://clone.nl/platen/artwork/large/plaatimage58119.jpg
3667,Tom Noble,Flashlight (Masalo remix),Ninja Tune,house,12inch,13.99,https://clone.nl//item58765.html,https://clone.nl/platen/artwork/large/plaatimage58118.jpg
3668,Lake Haze ,Glitching Dreams,Ninja Tune,house,2x12inch,13.99,https://clone.nl//item58751.html,https://clone.nl/platen/artwork/large/plaatimage58104.jpg
3669,Takecha / Enrico Mantini,Stop Light Series: Pizza & Sushi,Public Possession,house,12inch,23.99,https://clone.nl//item58748.html,https://clone.nl/platen/artwork/large/plaatimage58101.jpg
3670,Mim Suleiman,Si Bure,Anma,house,2LP,15.99,https://clone.nl//item58730.html,https://clone.nl/platen/artwork/large/plaatimage58084.jpg
3671,Afrodesia,Episode One ,Isle Of Jura,house,EP,29.99,https://clone.nl//item58728.html,https://clone.nl/platen/artwork/large/plaatimage58238.jpg
3672,Orlando Johnson,Turn The Music On,Fasaan,house,12inch,16.99,https://clone.nl//item58663.html,https://clone.nl/platen/artwork/large/plaatimage58012.jpg
3673,Schatrax,Schatrax 2501,Multiplex,house,12inch,12.49,https://clone.nl//item58629.html,https://clone.nl/platen/artwork/large/plaatimage57981.jpg
3674,DJ Slip,The Machines Will Know Who You Are,Sofia,house,2x12inch,10.99,https://clone.nl//item58623.html,https://clone.nl/platen/artwork/large/plaatimage57975.jpg
3675,Various Artists,Vol 1,SZE,house,12inch,12.99,https://clone.nl//item58594.html,https://clone.nl/platen/artwork/large/plaatimage57942.jpg
3676,Waajeed,Detroit Love Vol. 3,Point Of Art,house,2LP,11.99,https://clone.nl//item58592.html,https://clone.nl/platen/artwork/large/plaatimage57940.jpg
3677,Derek Carr,Warm Machines ep,Common Series,house,12inch,10.99,https://clone.nl//item58589.html,https://clone.nl/platen/artwork/large/plaatimage57937.jpg
3678,Karlos Moran,MMG004,Chateau Royal,house,12inch,9.99,https://clone.nl//item58586.html,https://clone.nl/platen/artwork/large/plaatimage57933.jpg
3679,Calibre,Planet Hearth,Kalahari Oyster Cult,house,2x12inch,12.99,https://clone.nl//item58582.html,https://clone.nl/platen/artwork/large/plaatimage57932.jpg
3680,John Swing,Unreleased House Dubs Vol 3,JIN,house,12inch,13.49,https://clone.nl//item58571.html,https://clone.nl/platen/artwork/large/plaatimage57923.jpg
3681,Club Winston,Another,Yoyaku,house,10inch,26.49,https://clone.nl//item58570.html,https://clone.nl/platen/artwork/large/plaatimage57921.jpg
3682,Luca Duran ,Circunvalar,Bonitool,house,12inch,12.49,https://clone.nl//item58563.html,https://clone.nl/platen/artwork/large/plaatimage57912.jpg
3683,St. Joseph,Dance If You Want To EP,Partout,house,12inch,12.99,https://clone.nl//item58550.html,https://clone.nl/platen/artwork/large/plaatimage57896.jpg
3684,Zigtrax,Zigtrax,Ruff Kutz,house,LP,11.99,https://clone.nl//item58545.html,https://clone.nl/platen/artwork/large/plaatimage57890.jpg
3685,Full Circle,Back To Disco Valley Vol. 4,Tusk Wax,house,12inch,10.99,https://clone.nl//item58539.html,https://clone.nl/platen/artwork/large/plaatimage57884.jpg
3686,Tom Trago,Whisper,La Sabbia,house,12inch,12.49,https://clone.nl//item58534.html,https://clone.nl/platen/artwork/large/plaatimage57880.jpg
3687,Various Artists,"BLUE: Credit 00, Gnista, AGB, Break SL, Qnete",Axces,house,12inch,14.99,https://clone.nl//item58530.html,https://clone.nl/platen/artwork/large/plaatimage57876.jpg
3688,Omar S,Another Man,Nice1,house,12inch,15.99,https://clone.nl//item58500.html,https://clone.nl/platen/artwork/large/plaatimage57922.jpg
3689,"Stephen Lopkin, Donarra",EP 1,Rawbeats Records,house,12inch,13.49,https://clone.nl//item58475.html,https://clone.nl/platen/artwork/large/plaatimage57822.jpg
3690,Hyperinteger,Shifting Seasons,La Sape,house,EP,23.99,https://clone.nl//item58473.html,https://clone.nl/platen/artwork/large/plaatimage57820.jpg
3691,The Galleria,Stop & Go,Popcorn,house,12inch,24.99,https://clone.nl//item58471.html,https://clone.nl/platen/artwork/large/plaatimage57957.jpg
3692,Baruka aka Orlando Voorn ,The Lost Funk,MIC Records,house,12inch,13.49,https://clone.nl//item58467.html,https://clone.nl/platen/artwork/large/plaatimage57910.jpg
3693,Kovyazin D,Red Line EP (Cardopusher rmx),Mistress Recordings,house,12inch,10.99,https://clone.nl//item58463.html,https://clone.nl/platen/artwork/large/plaatimage57810.jpg
3694,Kemetic Just,Here For It,2X,house,12inch,11.99,https://clone.nl//item58452.html,https://clone.nl/platen/artwork/large/plaatimage57813.jpg
3695,Stellar OM Source,I See Through You,Uncanny Valley,house,12inch,11.49,https://clone.nl//item58438.html,https://clone.nl/platen/artwork/large/plaatimage57788.jpg
3696,Kaidi Tatham,You Find That I Got It / Mjuvi,Nervous Horizon,house,12inch,13.49,https://clone.nl//item58432.html,https://clone.nl/platen/artwork/large/plaatimage57782.jpg
3697,Destiny71z,EP1 Foodprogramvoltage,Diskos Santos,house,12inch,12.99,https://clone.nl//item58430.html,https://clone.nl/platen/artwork/large/plaatimage57780.jpg
3698,Guy Contact,Liminal Space,Nature Boy,house,12inch,9.99,https://clone.nl//item58418.html,https://clone.nl/platen/artwork/large/plaatimage57768.jpg
3699,Dan HabarNam,Major Blinks,ROMB,house,12inch,9.99,https://clone.nl//item58417.html,https://clone.nl/platen/artwork/large/plaatimage57767.jpg
3700,Colm K,KFU(RN),Out The Flat,house,12inch,12.99,https://clone.nl//item58415.html,https://clone.nl/platen/artwork/large/plaatimage57765.jpg
3701,Charles Noel,L'envoi du Nid d'Oiseau,Whities,house,12inch,16.49,https://clone.nl//item58395.html,https://clone.nl/platen/artwork/large/plaatimage57743.jpg
3702,Unknown Mobile,Daucile Moon,LIES,house,LP,21.49,https://clone.nl//item58378.html,https://clone.nl/platen/artwork/large/plaatimage57747.jpg
3703,Gora & Eloy,The Future Is Never ,Ballroom,house,12inch,12.49,https://clone.nl//item58376.html,https://clone.nl/platen/artwork/large/plaatimage57727.jpg
3704,Howl Ensemble,Farfalline,Dark Entries,house,12inch,14.99,https://clone.nl//item58373.html,https://clone.nl/platen/artwork/large/plaatimage57724.jpg
3705,Orlando Voorn,Diligence Pt.2,Distant Hawaii,house,12inch,13.99,https://clone.nl//item58359.html,https://clone.nl/platen/artwork/large/plaatimage57711.jpg
3706,Roe Deers,Lazer In The Jungle EP,Unknown,house,12inch,13.99,https://clone.nl//item58337.html,https://clone.nl/platen/artwork/large/plaatimage57686.jpg
3707,Pretty Sneaky,4,Hivern Discs,house,12inch,9.99,https://clone.nl//item58321.html,https://clone.nl/platen/artwork/large/plaatimage57671.jpg
3708,Intergalactic Gary,Signs Of Disarray,Naive,house,12inch,12.99,https://clone.nl//item58316.html,https://clone.nl/platen/artwork/large/plaatimage57667.jpg
3709,DJ Wachita China,Sample Repeat EP (Strange Dream Factory),Shall Not Fade,house,12inch,27.99,https://clone.nl//item58315.html,https://clone.nl/platen/artwork/large/plaatimage57666.jpg
3710,Michel de Hey,LP Sampler,Tsarskoye Selo,house,12inch,11.49,https://clone.nl//item58308.html,https://clone.nl/platen/artwork/large/plaatimage57659.jpg
3711,Function,Existenz,Nightwind Records,house,4LP + Download,21.99,https://clone.nl//item58304.html,https://clone.nl/platen/artwork/large/plaatimage57656.jpg
3712,Stiletti-Ana & Casio G URL,Future Chroma,Animalia,house,12inch,9.99,https://clone.nl//item58299.html,https://clone.nl/platen/artwork/large/plaatimage57649.jpg
3713,Jorge C.,Brother,Magnetron Music,house,12inch,9.99,https://clone.nl//item58286.html,https://clone.nl/platen/artwork/large/plaatimage57639.jpg
3714,Annjet & Newborn Jr.,Modern Ways of Treating Insomnia,Mistress Recordings,house,12inch,10.99,https://clone.nl//item58280.html,https://clone.nl/platen/artwork/large/plaatimage57629.jpg
3715,Lz MC Can,001,Upstairs Asylum Recordings,house,EP,13.99,https://clone.nl//item58248.html,https://clone.nl/platen/artwork/large/plaatimage57599.jpg
3716,Flabbergast,Enweye,Klasse Wrecks,house,12inch,10.99,https://clone.nl//item58246.html,https://clone.nl/platen/artwork/large/plaatimage57597.jpg
3717,Bushwacka!,Traffic Jam,Plush Records,house,12inch,13.99,https://clone.nl//item58243.html,https://clone.nl/platen/artwork/large/plaatimage57594.jpg
3718,Grant,Fantasy Blues,JIN,house,2x12inch,13.49,https://clone.nl//item58239.html,https://clone.nl/platen/artwork/large/plaatimage57590.jpg
3719,Free Energy,Happiness,Dekmantel,house,12inch,25.99,https://clone.nl//item58234.html,https://clone.nl/platen/artwork/large/plaatimage57584.jpg
3720,Chaos In The CBD,Come Together EP,Nous klaer Audio,house,12inch,9.99,https://clone.nl//item58231.html,https://clone.nl/platen/artwork/large/plaatimage57581.jpg
3721,Alton Miller,Amazed,2000 black,house,12inch,13.49,https://clone.nl//item58220.html,https://clone.nl/platen/artwork/large/plaatimage57571.jpg
3722,Jongpadawan,Related Concepts,Eglo,house,12inch,13.49,https://clone.nl//item58187.html,https://clone.nl/platen/artwork/large/plaatimage57542.jpg
3723,Francois X,Irregular Passion Reshaped,L.A. Club Resource,house,LP,14.99,https://clone.nl//item58177.html,https://clone.nl/platen/artwork/large/plaatimage57533.jpg
3724,Konduku,White Heron,Wide Calm Records,house,2x12inch,17.99,https://clone.nl//item58158.html,https://clone.nl/platen/artwork/large/plaatimage57515.jpg
3725,Various Artists,Club Culture Vol.2,1432,house,12inch,27.99,https://clone.nl//item58156.html,https://clone.nl/platen/artwork/large/plaatimage57513.jpg
3726,Regularfantasy,Anyways...,Rawax,house,12inch,9.99,https://clone.nl//item58155.html,https://clone.nl/platen/artwork/large/plaatimage57512.jpg
3727,OMMA,1905,Twilight Enterprise,house,LP,11.99,https://clone.nl//item58143.html,https://clone.nl/platen/artwork/large/plaatimage57500.jpg
3728,Orlando Voorn & Luca Lozano,Obey The Night,Groovin Records,house,12inch,13.99,https://clone.nl//item58138.html,https://clone.nl/platen/artwork/large/plaatimage57495.jpg
3729,Alien Disco,In Flight Entertainment,Small Plastic Animals,house,2x12inch,21.99,https://clone.nl//item58136.html,https://clone.nl/platen/artwork/large/plaatimage57493.jpg
3730,Mediated Ambience,Sound Explorations for a Preferred State of Being,Small Plastic Animals,house,2x12inch,12.99,https://clone.nl//item58134.html,https://clone.nl/platen/artwork/large/plaatimage57491.jpg
3731,Rosario,Keep On EP,Open Channel For Dreamers,house,12inch,13.49,https://clone.nl//item58133.html,https://clone.nl/platen/artwork/large/plaatimage57490.jpg
3732,Dan Curtin,Indiscrete EP,Shift Imprints,house,12inch,10.99,https://clone.nl//item58131.html,https://clone.nl/platen/artwork/large/plaatimage57488.jpg
3733,The New Dance Affair,The New Dance Affair,Shall Not Fade,house,12inch,13.99,https://clone.nl//item58120.html,https://clone.nl/platen/artwork/large/plaatimage57477.jpg
3734,Derek Neal ,Reason Machine,Familiar Strangers,house,12inch,13.99,https://clone.nl//item58117.html,https://clone.nl/platen/artwork/large/plaatimage57474.jpg
3735,Rifts,As I Am,La Bella Di Notte,house,12inch,11.99,https://clone.nl//item58116.html,https://clone.nl/platen/artwork/large/plaatimage57473.jpg
3736,Credit 00,The Rejects,OMAGGIO,house,12inch,11.99,https://clone.nl//item58115.html,https://clone.nl/platen/artwork/large/plaatimage57472.jpg
3737,Leif,Igam-Ogam,This Is Our Time,house,EP,13.99,https://clone.nl//item58111.html,https://clone.nl/platen/artwork/large/plaatimage57468.jpg
3738,Eric Cloutier,Apeirophobia EP,Repeat Repeat Repeat,house,12inch,11.49,https://clone.nl//item58108.html,https://clone.nl/platen/artwork/large/plaatimage57465.jpg
3739,"D. Tiffany, AceMo, Florist, Max Wyat",00AM003 (Tonight We Ride),Eglo,house,12inch,12.49,https://clone.nl//item58107.html,https://clone.nl/platen/artwork/large/plaatimage57462.jpg
3740,Meetsysteem,Geen Signaal (Remixes),Fxhe,house,12inch,54.99,https://clone.nl//item58106.html,https://clone.nl/platen/artwork/large/plaatimage57628.jpg
3741,Symptoms of Love,Eye Contact,Unknown To The Unknown,house,12inch,11.99,https://clone.nl//item58105.html,https://clone.nl/platen/artwork/large/plaatimage57461.jpg
3742,Venderstrooik,BAR Records 04,Portage Garage Sounds,house,12inch,14.99,https://clone.nl//item58084.html,https://clone.nl/platen/artwork/large/plaatimage57439.jpg
3743,Various Artists,10 Years of Bass Culture: Part 3,Rawax,house,12inch,10.99,https://clone.nl//item58081.html,https://clone.nl/platen/artwork/large/plaatimage57436.jpg
3744,Rip Swirl,9teen90,Uncanny Valley,house,12inch,10.99,https://clone.nl//item58077.html,https://clone.nl/platen/artwork/large/plaatimage57430.jpg
3745,Lukas Lyrestam,Costa Del Hackney EP,Unknown To The Unknown,house,12inch,10.99,https://clone.nl//item58068.html,https://clone.nl/platen/artwork/large/plaatimage57423.jpg
3746,The Boys from Chariss,DAT 91-99 Ep,Wolf Music Recordings,house,12inch,4.99,https://clone.nl//item58067.html,https://clone.nl/platen/artwork/large/plaatimage57422.jpg
3747,Pretty Sneaky,5,Ural Music,house,12inch,11.49,https://clone.nl//item58061.html,https://clone.nl/platen/artwork/large/plaatimage57416.jpg
3748,Daniel Crawford,Revolution,Borneo,house,2LP,10.99,https://clone.nl//item58049.html,https://clone.nl/platen/artwork/large/plaatimage57395.jpg
3749,Legove,Cybroke Ep,First Word Records,house,EP,10.49,https://clone.nl//item58048.html,https://clone.nl/platen/artwork/large/plaatimage57394.jpg
3750,Big Zen,Big Time Crush,Youth,house,12inch,13.99,https://clone.nl//item58042.html,https://clone.nl/platen/artwork/large/plaatimage57388.jpg
3751,Various Artists,Microdosing Vol 2,Hivern Discs,house,12inch,11.99,https://clone.nl//item58034.html,https://clone.nl/platen/artwork/large/plaatimage57380.jpg
3752,Bottin,Respirare / Waterland,Hivern Discs,house,12inch,11.99,https://clone.nl//item58033.html,https://clone.nl/platen/artwork/large/plaatimage57379.jpg
3753,Bakground & Sangam,90s Living EP,World Building,house,10inch,15.99,https://clone.nl//item58019.html,https://clone.nl/platen/artwork/large/plaatimage57366.jpg
3754,Toada,Airosa Melanina,Public Possession,house,10inch,13.99,https://clone.nl//item58015.html,https://clone.nl/platen/artwork/large/plaatimage57365.jpg
3755,Willpower,R-pegio,Chicago Bee Records,house,12inch,12.99,https://clone.nl//item58013.html,https://clone.nl/platen/artwork/large/plaatimage57359.jpg
3756,Fred Fresh,Feelin Mighty Fresh,Emperor Recordings,house,12inch,13.99,https://clone.nl//item58007.html,https://clone.nl/platen/artwork/large/plaatimage57353.jpg
3757,DJ Jes,Across The Clouds (Dj Jes Traxx Series Vol.1),Something Happening Somewhere,house,12inch,13.49,https://clone.nl//item58001.html,https://clone.nl/platen/artwork/large/plaatimage57352.jpg
3758,The Nighttripper,Hour Of Darkness,Kompakt,house,12inch,12.49,https://clone.nl//item57983.html,https://clone.nl/platen/artwork/large/plaatimage57330.jpg
3759,Quarion,Shades,Motordiscs,house,2x12inch + Download,12.99,https://clone.nl//item57971.html,https://clone.nl/platen/artwork/large/plaatimage57316.jpg
3760,Hanna,The Summit EP,Wilson Records,house,12inch,14.99,https://clone.nl//item57949.html,https://clone.nl/platen/artwork/large/plaatimage57297.jpg
3761,Reade Truth,Electronic Stories Ep,Phoenix G,house,12inch,12.99,https://clone.nl//item57930.html,https://clone.nl/platen/artwork/large/plaatimage57410.jpg
3762,Coeur,Art of War Ep,Oge,house,EP,11.49,https://clone.nl//item57929.html,https://clone.nl/platen/artwork/large/plaatimage57412.jpg
3763,Hyas,My Little Secret Ep,BAKK,house,EP,10.99,https://clone.nl//item57928.html,https://clone.nl/platen/artwork/large/plaatimage57413.jpg
3764,Primitive / Appleheadz,Translations 1 (Appleheadz Remix) / Ambre Lunaire ,Body 'N Deep,house,12inch,10.49,https://clone.nl//item57918.html,https://clone.nl/platen/artwork/large/plaatimage57274.jpg
3765,Darling,Tulipa Moves (Prins Thomas remixes),Outer Place,house,12inch,12.99,https://clone.nl//item57914.html,https://clone.nl/platen/artwork/large/plaatimage57270.jpg
3766,Toyin Agbetu presents Nemesis,The Transgressive Storms EP,Rand Muzik,house,EP,11.99,https://clone.nl//item57911.html,https://clone.nl/platen/artwork/large/plaatimage57266.jpg
3767,Various Artists,Squirrels On Acid,Rand Muzik,house,12inch,11.99,https://clone.nl//item57906.html,https://clone.nl/platen/artwork/large/plaatimage57262.jpg
3768,Various Artists,10 Years of Bass Culture: Part 1,Third Place,house,12inch,13.99,https://clone.nl//item57886.html,https://clone.nl/platen/artwork/large/plaatimage57244.jpg
3769,DJ QU,Dance To My Mistery,Dark Groove Records,house,10inch,13.99,https://clone.nl//item57870.html,https://clone.nl/platen/artwork/large/plaatimage57231.jpg
3770,Librarian,Each neuron shall receive an input Ep,3024,house,12inch,10.49,https://clone.nl//item57854.html,https://clone.nl/platen/artwork/large/plaatimage57577.jpg
3771,Omar S,Side Trakx Vol 6,Nightwind Records,house,7inch,21.99,https://clone.nl//item57839.html,https://clone.nl/platen/artwork/large/plaatimage57202.jpg
3772,Local Artist,Touch Tone EP,Animalia,house,12inch,9.99,https://clone.nl//item57826.html,https://clone.nl/platen/artwork/large/plaatimage57187.jpg
3773,Dego,Too Much,Magnetron Music,house,2LP,9.99,https://clone.nl//item57806.html,https://clone.nl/platen/artwork/large/plaatimage57165.jpg
3774,Passenger,Origin,Mistress Recordings,house,12inch,10.99,https://clone.nl//item57805.html,https://clone.nl/platen/artwork/large/plaatimage57164.jpg
3775,Tim Jackiw,Many Moons LP,Upstairs Asylum Recordings,house,2x12inch,13.99,https://clone.nl//item57798.html,https://clone.nl/platen/artwork/large/plaatimage57158.jpg
3776,Happopumppu,Happopumppu EP,Klasse Wrecks,house,12inch,10.99,https://clone.nl//item57785.html,https://clone.nl/platen/artwork/large/plaatimage57144.jpg
3777,Various Artists,Ripperton presents Zendama (Part Two),Plush Records,house,12inch,13.99,https://clone.nl//item57782.html,https://clone.nl/platen/artwork/large/plaatimage57141.jpg
3778,Various Artists,Ripperton presents Zendama (Part One),JIN,house,12inch,13.49,https://clone.nl//item57781.html,https://clone.nl/platen/artwork/large/plaatimage57140.jpg
3779,Jovonn,Hesperia Soul (Remixes),Dekmantel,house,12inch,25.99,https://clone.nl//item57780.html,https://clone.nl/platen/artwork/large/plaatimage57139.jpg
3780,Orlando Voorn,Powersource,Nous klaer Audio,house,12inch,9.99,https://clone.nl//item57779.html,https://clone.nl/platen/artwork/large/plaatimage57138.jpg
3781,Ayce Bio and Prev,House Dust Mate,Shall Not Fade,house,12inch,13.99,https://clone.nl//item57774.html,https://clone.nl/platen/artwork/large/plaatimage57132.jpg
3782,Glenn Astro,Naturals,Truth,house,12inch,12.99,https://clone.nl//item57770.html,https://clone.nl/platen/artwork/large/plaatimage57411.jpg
3783,Son Milton,Memory Haze,Chiwax,house,12inch,10.49,https://clone.nl//item57768.html,https://clone.nl/platen/artwork/large/plaatimage57702.jpg
3784,Ludwig A.F. Rohrscheid,Between Worlds,Voitax x Midnight Shift,house,12inch,24.99,https://clone.nl//item57753.html,https://clone.nl/platen/artwork/large/plaatimage57116.jpg
3785,Repetentes 2008,Galaxia Fini EP,Open Channel For Dreamers,house,12inch,13.49,https://clone.nl//item57747.html,https://clone.nl/platen/artwork/large/plaatimage57111.jpg
3786,Molinaro,What The Future Was,Unknown,house,12inch,12.99,https://clone.nl//item57741.html,https://clone.nl/platen/artwork/large/plaatimage57103.jpg
3787,Luca Piermattei,Carefree Sweetness,Vault Wax,house,12inch,9.99,https://clone.nl//item57728.html,https://clone.nl/platen/artwork/large/plaatimage57090.jpg
3788,Various Artists,Gost Zvuk 5 Years,Groovin Records,house,3x12inch,13.99,https://clone.nl//item57711.html,https://clone.nl/platen/artwork/large/plaatimage57075.jpg
3789,"Sonic Weapon, K-LINE",G EP,antinote,house,12inch,28.99,https://clone.nl//item57710.html,https://clone.nl/platen/artwork/large/plaatimage57082.jpg
3790,Kiyadama,Quinta,Smiling C,house,12inch,18.49,https://clone.nl//item57709.html,https://clone.nl/platen/artwork/large/plaatimage57074.jpg
3791,Sichuan,Nrmnd006,Smallville,house,12inch,26.99,https://clone.nl//item57703.html,https://clone.nl/platen/artwork/large/plaatimage57069.jpg
3792,Jorge Caiado,Mad Chords EP,Unknown To The Unknown,house,12inch,11.99,https://clone.nl//item57702.html,https://clone.nl/platen/artwork/large/plaatimage57067.jpg
3793,Various Artists,Treasure 3,Supergenius Records,house,12inch,9.99,https://clone.nl//item57701.html,https://clone.nl/platen/artwork/large/plaatimage57066.jpg
3794,Chaton,Twin Freaks,Only One Music,house,12inch,10.99,https://clone.nl//item57699.html,https://clone.nl/platen/artwork/large/plaatimage57064.jpg
3795,Various Artists,10 Years of Bass Culture: Part 2,Tikita,house,12inch,10.49,https://clone.nl//item57695.html,https://clone.nl/platen/artwork/large/plaatimage57060.jpg
3796,Modern House Quintet,Ronde Bleue a La Grecque,La Casa Tropical,house,12inch,18.99,https://clone.nl//item57693.html,https://clone.nl/platen/artwork/large/plaatimage57059.jpg
3797,Random XS,Centrifuge,Rush Hour,house,12inch,10.99,https://clone.nl//item57690.html,https://clone.nl/platen/artwork/large/plaatimage57057.jpg
3798,Steffi & Virginia,Work A Change,E-Beamz Records,house,2x12inch,22.49,https://clone.nl//item57689.html,https://clone.nl/platen/artwork/large/plaatimage57056.jpg
3799,Crystal Maze / R_A_G,Dr. Claw / Larry Venom,Squeeze The Lemon,house,12inch,11.49,https://clone.nl//item57688.html,https://clone.nl/platen/artwork/large/plaatimage57055.jpg
3800,NL110,Agility,Running Back,house,12inch,28.99,https://clone.nl//item57682.html,https://clone.nl/platen/artwork/large/plaatimage57048.jpg
3801,Duane & Co,Hardcore Jazz ,Best Record,house,12inch,15.99,https://clone.nl//item57681.html,https://clone.nl/platen/artwork/large/plaatimage57046.jpg
3802,Halonen,Mattolaituri,Full Time,house,12inch,10.99,https://clone.nl//item57680.html,https://clone.nl/platen/artwork/large/plaatimage57135.jpg
3803,Secretsundaze,Gigantic Impossibly Large,Schatrax,house,12inch,11.49,https://clone.nl//item57674.html,https://clone.nl/platen/artwork/large/plaatimage57034.jpg
3804,Mood II Swing,Call Me,Kanzleramt,house,12inch,19.99,https://clone.nl//item57671.html,https://clone.nl/platen/artwork/large/plaatimage57031.jpg
3805,K15 and Patrick Gibin,Devotion,Analog Concept,house,12inch,11.99,https://clone.nl//item57666.html,https://clone.nl/platen/artwork/large/plaatimage57026.jpg
3806,Desert Sound Colony,Cartographer,Planet e,house,12inch,29.99,https://clone.nl//item57657.html,https://clone.nl/platen/artwork/large/plaatimage57017.jpg
3807,Kennedy,In A Spirit World,Trident Recordings,house,12inch,9.99,https://clone.nl//item57641.html,https://clone.nl/platen/artwork/large/plaatimage57050.jpg
3808,Antenna,Quiet fx,Moran Music Group,house,2LP + Download,10.99,https://clone.nl//item57640.html,https://clone.nl/platen/artwork/large/plaatimage57000.jpg
3809,Tim Jackiw,Echo Waves EP,Sign Records,house,12inch,29.99,https://clone.nl//item57624.html,https://clone.nl/platen/artwork/large/plaatimage56986.jpg
3810,Junes,Blue Moon ,Relative,house,12inch,14.99,https://clone.nl//item57622.html,https://clone.nl/platen/artwork/large/plaatimage56984.jpg
3811,Clafrica,Players Only EP,UKGEORGE,house,12inch,11.99,https://clone.nl//item57621.html,https://clone.nl/platen/artwork/large/plaatimage56983.jpg
3812,Central,Maks EP,Akoya Circles,house,12inch,10.99,https://clone.nl//item57611.html,https://clone.nl/platen/artwork/large/plaatimage56973.jpg
3813,"Theo Parrish, Lori, SilentJay, Simon Marvin, Perrin Moss, Paul Bender",What You Wanna Ask For,Daro Recordings,house,12inch,9.99,https://clone.nl//item57610.html,https://clone.nl/platen/artwork/large/plaatimage56972.jpg
3814,Gemini / Spencer Kincy,Hidden Agenda / Tangled Thoughts,Workshop,house,12inch,23.99,https://clone.nl//item57592.html,https://clone.nl/platen/artwork/large/plaatimage56956.jpg
3815,Various Artists,Total 19,Crowdspacer,house,2LP + Download,9.99,https://clone.nl//item57587.html,https://clone.nl/platen/artwork/large/plaatimage56951.jpg
3816,Romaal Kultan,Off Grid,Jong Nederland,house,EP,12.99,https://clone.nl//item57584.html,https://clone.nl/platen/artwork/large/plaatimage56949.jpg
3817,Am Kinem,Combo Breaker,Uncanny Valley,house,12inch,10.99,https://clone.nl//item57582.html,https://clone.nl/platen/artwork/large/plaatimage56947.jpg
3818,Trolli / Rolf Einars Datatrips?,Ullis Tapes Vol. 5,Fxhe,house,12inch,13.99,https://clone.nl//item57581.html,https://clone.nl/platen/artwork/large/plaatimage56946.jpg
3819,Raze of Pleasure,Sweet Release,Bokhari Records,house,12inch,11.99,https://clone.nl//item57572.html,https://clone.nl/platen/artwork/large/plaatimage56938.jpg
3820,Riohv,Places I've Been,WeMe Records,house,12inch,10.99,https://clone.nl//item57565.html,https://clone.nl/platen/artwork/large/plaatimage56931.jpg
3821,Marlon Jackson / Tony Cook,Wanna Jam Wanna Party All Night,Environ,house,12inch,10.99,https://clone.nl//item57564.html,https://clone.nl/platen/artwork/large/plaatimage56930.jpg
3822,Cool Band / Manzanem,Jam 1,Musique Pour La Danse,house,7inch,10.49,https://clone.nl//item57562.html,https://clone.nl/platen/artwork/large/plaatimage56928.jpg
